Name,Module_Name,Manufacturer,Technology,Bifacial,STC_Wp,PTC_Wp,Area_m2,Efficiency,Length_m,Width_m,Num_Cells,I_sc,V_oc,I_mp,V_mp,T_NOCT_C,Temp_Coeff
,REC Solar REC270PE Z-LINK,REC Solar,Poly-crystalline,0,271.058,246,1.587,0.1708,1.641,0.967,60,9.18,38.4,8.66,31.3,44.6,-0.4464
,REC Solar REC270PE-US,REC Solar,Poly-crystalline,0,271.058,246,1.587,0.1708,1.641,0.967,60,9.18,38.4,8.66,31.3,44.6,-0.4464
,REC Solar REC270TP,REC Solar,Poly-crystalline,0,270.192,249.9,1.587,0.1703,1.641,0.967,60,9.29,38.6,8.66,31.2,44.3,-0.3792
,REC Solar REC265TP,REC Solar,Poly-crystalline,0,265.283,245,1.587,0.1672,1.641,0.967,60,9.21,38.3,8.53,31.1,44.4,-0.38
,REC Solar REC265PE,REC Solar,Poly-crystalline,0,265.122,241.3,1.587,0.1671,1.641,0.967,60,9.08,38.1,8.58,30.9,44.6,-0.4464
,REC Solar REC265PE Q2,REC Solar,Poly-crystalline,0,265.122,241.3,1.587,0.1671,1.641,0.967,60,9.08,38.1,8.58,30.9,44.6,-0.4464
,REC Solar REC265PE Q3,REC Solar,Poly-crystalline,0,265.122,241.3,1.587,0.1671,1.641,0.967,60,9.08,38.1,8.58,30.9,44.6,-0.4464
,REC Solar REC265PE Z-LINK,REC Solar,Poly-crystalline,0,265.122,241.3,1.587,0.1671,1.641,0.967,60,9.08,38.1,8.58,30.9,44.6,-0.4464
,REC Solar REC265PE-US,REC Solar,Poly-crystalline,0,265.122,241.3,1.587,0.1671,1.641,0.967,60,9.08,38.1,8.58,30.9,44.6,-0.4464
,REC Solar REC260PE,REC Solar,Poly-crystalline,0,260.95,234.3,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,46.5,-0.4469
,REC Solar REC260PE Q2,REC Solar,Poly-crystalline,0,260.95,234.3,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,46.5,-0.4469
,REC Solar REC260PE Q3,REC Solar,Poly-crystalline,0,260.95,234.3,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,46.5,-0.4469
,REC Solar REC260PE Z-LINK,REC Solar,Poly-crystalline,0,260.95,236.6,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,44.6,-0.4464
,REC Solar REC260PE(BLK),REC Solar,Poly-crystalline,0,260.95,234.3,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,46.5,-0.4469
,REC Solar REC260PE-US,REC Solar,Poly-crystalline,0,260.95,234.3,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,46.5,-0.4469
,REC Solar REC260PE-US(BLK),REC Solar,Poly-crystalline,0,260.95,234.3,1.587,0.1644,1.641,0.967,60,9.01,37.8,8.5,30.7,46.5,-0.4469
,REC Solar REC255PE,REC Solar,Poly-crystalline,0,256.81,229.7,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,46.5,-0.4469
,REC Solar REC255PE Q2,REC Solar,Poly-crystalline,0,256.81,229.7,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,46.5,-0.4469
,REC Solar REC255PE Q3,REC Solar,Poly-crystalline,0,256.81,229.7,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,46.5,-0.4469
,REC Solar REC255PE Z-LINK,REC Solar,Poly-crystalline,0,256.81,231.9,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,44.6,-0.4464
,REC Solar REC255PE(BLK),REC Solar,Poly-crystalline,0,256.81,229.7,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,46.5,-0.4469
,REC Solar REC255PE-US,REC Solar,Poly-crystalline,0,256.81,229.7,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,46.5,-0.4469
,REC Solar REC255PE-US(BLK),REC Solar,Poly-crystalline,0,256.81,229.7,1.587,0.1618,1.641,0.967,60,8.95,37.6,8.42,30.5,46.5,-0.4469
,REC Solar REC250PE ECO,REC Solar,Poly-crystalline,0,250.66,224.6,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,46,-0.465
,REC Solar REC250PE Q2 ECO,REC Solar,Poly-crystalline,0,250.66,224.6,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,46,-0.465
,REC Solar REC250PE Q3 ECO,REC Solar,Poly-crystalline,0,250.66,224.6,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,46,-0.465
,REC Solar REC250PE Z-LINK,REC Solar,Poly-crystalline,0,250.66,227.3,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,44.6,-0.4464
,REC Solar REC250PE(BLK) ECO,REC Solar,Poly-crystalline,0,250.66,224.6,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,46,-0.465
,REC Solar REC250PE-US ECO,REC Solar,Poly-crystalline,0,250.66,224.6,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,46,-0.465
,REC Solar REC250PE-US(BLK) ECO,REC Solar,Poly-crystalline,0,250.66,224.6,1.587,0.1579,1.641,0.967,60,8.86,37.4,8.3,30.2,46,-0.465
,REC Solar REC250PE,REC Solar,Poly-crystalline,0,250.1,227.4,1.587,0.1576,1.641,0.967,60,8.76,37.5,8.2,30.5,45.5,-0.425
,REC Solar REC250PE Q2,REC Solar,Poly-crystalline,0,250.1,227.4,1.587,0.1576,1.641,0.967,60,8.76,37.5,8.2,30.5,45.5,-0.425
,REC Solar REC250PE Q3,REC Solar,Poly-crystalline,0,250.1,227.4,1.587,0.1576,1.641,0.967,60,8.76,37.5,8.2,30.5,45.5,-0.425
,REC Solar REC250PE-US,REC Solar,Poly-crystalline,0,250.1,227.4,1.587,0.1576,1.641,0.967,60,8.76,37.5,8.2,30.5,45.5,-0.425
,REC Solar REC245PE ECO,REC Solar,Poly-crystalline,0,247.723,220,1.587,0.1561,1.641,0.967,60,8.8,37.1,8.23,30.1,46,-0.465
,REC Solar REC245PE Q2 ECO,REC Solar,Poly-crystalline,0,247.723,220,1.587,0.1561,1.641,0.967,60,8.8,37.1,8.23,30.1,46,-0.465
,REC Solar REC245PE Q3 ECO,REC Solar,Poly-crystalline,0,247.723,220,1.587,0.1561,1.641,0.967,60,8.8,37.1,8.23,30.1,46,-0.465
,REC Solar REC245PE(BLK) ECO,REC Solar,Poly-crystalline,0,247.723,220,1.587,0.1561,1.641,0.967,60,8.8,37.1,8.23,30.1,46,-0.465
,REC Solar REC245PE-US ECO,REC Solar,Poly-crystalline,0,247.723,220,1.587,0.1561,1.641,0.967,60,8.8,37.1,8.23,30.1,46,-0.465
,REC Solar REC245PE-US(BLK) ECO,REC Solar,Poly-crystalline,0,247.723,220,1.587,0.1561,1.641,0.967,60,8.8,37.1,8.23,30.1,46,-0.465
,REC Solar REC245PE,REC Solar,Poly-crystalline,0,245.224,222.7,1.587,0.1545,1.641,0.967,60,8.68,37.2,8.12,30.2,45.5,-0.425
,REC Solar REC245PE Q2,REC Solar,Poly-crystalline,0,245.224,222.7,1.587,0.1545,1.641,0.967,60,8.68,37.2,8.12,30.2,45.5,-0.425
,REC Solar REC245PE Q3,REC Solar,Poly-crystalline,0,245.224,222.7,1.587,0.1545,1.641,0.967,60,8.68,37.2,8.12,30.2,45.5,-0.425
,REC Solar REC245PE-US,REC Solar,Poly-crystalline,0,245.224,222.7,1.587,0.1545,1.641,0.967,60,8.68,37.2,8.12,30.2,45.5,-0.425
,REC Solar REC240PE ECO,REC Solar,Poly-crystalline,0,242.649,215.4,1.587,0.1529,1.641,0.967,60,8.75,36.8,8.17,29.7,46,-0.465
,REC Solar REC240PE Q2 ECO,REC Solar,Poly-crystalline,0,242.649,215.4,1.587,0.1529,1.641,0.967,60,8.75,36.8,8.17,29.7,46,-0.465
,REC Solar REC240PE Q3 ECO,REC Solar,Poly-crystalline,0,242.649,215.4,1.587,0.1529,1.641,0.967,60,8.75,36.8,8.17,29.7,46,-0.465
,REC Solar REC240PE(BLK) ECO,REC Solar,Poly-crystalline,0,242.649,215.4,1.587,0.1529,1.641,0.967,60,8.75,36.8,8.17,29.7,46,-0.465
,REC Solar REC240PE-US ECO,REC Solar,Poly-crystalline,0,242.649,215.4,1.587,0.1529,1.641,0.967,60,8.75,36.8,8.17,29.7,46,-0.465
,REC Solar REC240PE-US(BLK) ECO,REC Solar,Poly-crystalline,0,242.649,215.4,1.587,0.1529,1.641,0.967,60,8.75,36.8,8.17,29.7,46,-0.465
,REC Solar REC240PE,REC Solar,Poly-crystalline,0,240.396,218,1.587,0.1515,1.641,0.967,60,8.6,37,8.04,29.9,45.5,-0.425
,REC Solar REC240PE Q2,REC Solar,Poly-crystalline,0,240.396,218,1.587,0.1515,1.641,0.967,60,8.6,37,8.04,29.9,45.5,-0.425
,REC Solar REC240PE Q3,REC Solar,Poly-crystalline,0,240.396,218,1.587,0.1515,1.641,0.967,60,8.6,37,8.04,29.9,45.5,-0.425
,REC Solar REC240PE-US,REC Solar,Poly-crystalline,0,240.396,218,1.587,0.1515,1.641,0.967,60,8.6,37,8.04,29.9,45.5,-0.425
,REC Solar REC235PE ECO,REC Solar,Poly-crystalline,0,237.77,210.8,1.587,0.1498,1.641,0.967,60,8.66,36.6,8.06,29.5,46,-0.465
,REC Solar REC235PE Q2 ECO,REC Solar,Poly-crystalline,0,237.77,210.8,1.587,0.1498,1.641,0.967,60,8.66,36.6,8.06,29.5,46,-0.465
,REC Solar REC235PE Q3 ECO,REC Solar,Poly-crystalline,0,237.77,210.8,1.587,0.1498,1.641,0.967,60,8.66,36.6,8.06,29.5,46,-0.465
,REC Solar REC235PE(BLK) ECO,REC Solar,Poly-crystalline,0,237.77,210.8,1.587,0.1498,1.641,0.967,60,8.66,36.6,8.06,29.5,46,-0.465
,REC Solar REC235PE-US ECO,REC Solar,Poly-crystalline,0,237.77,210.8,1.587,0.1498,1.641,0.967,60,8.66,36.6,8.06,29.5,46,-0.465
,REC Solar REC235PE-US(BLK) ECO,REC Solar,Poly-crystalline,0,237.77,210.8,1.587,0.1498,1.641,0.967,60,8.66,36.6,8.06,29.5,46,-0.465
,REC Solar REC235PE,REC Solar,Poly-crystalline,0,235.616,213.4,1.587,0.1485,1.641,0.967,60,8.51,36.7,7.96,29.6,45.5,-0.425
,REC Solar REC235PE Q2,REC Solar,Poly-crystalline,0,235.616,213.4,1.587,0.1485,1.641,0.967,60,8.51,36.7,7.96,29.6,45.5,-0.425
,REC Solar REC235PE Q3,REC Solar,Poly-crystalline,0,235.616,213.4,1.587,0.1485,1.641,0.967,60,8.51,36.7,7.96,29.6,45.5,-0.425
,REC Solar REC235PE-US,REC Solar,Poly-crystalline,0,235.616,213.4,1.587,0.1485,1.641,0.967,60,8.51,36.7,7.96,29.6,45.5,-0.425
,AU Optronics PM220P00.4_235,AU Optronics,Poly-crystalline,0,235.107,209.1,1.585,0.1483,1.636,0.968,60,8.02,37.5,7.55,31.14,47.4,-0.467
,AU Optronics PM220P00.4_230,AU Optronics,Poly-crystalline,0,230.683,204.5,1.585,0.1455,1.636,0.968,60,8,37.32,7.48,30.84,47.4,-0.467
,AU Optronics PM220P00.4_225,AU Optronics,Poly-crystalline,0,224.785,199.9,1.585,0.1418,1.636,0.968,60,7.89,37,7.37,30.5,47.4,-0.467
,AU Optronics PM220P00.4_220,AU Optronics,Poly-crystalline,0,219.856,195.4,1.585,0.1387,1.636,0.968,60,7.85,36.9,7.28,30.2,47.4,-0.467
,Hengdian Group DMEGC Magnetics DM250-M156-60,Hengdian Group DMEGC Magnetics,Mono-crystalline,0,249.888,221.3,1.584,0.1578,1.63,0.972,60,9.2,37.2,8.22,30.4,47.1,-0.5
,Hengdian Group DMEGC Magnetics DM245-M156-60,Hengdian Group DMEGC Magnetics,Mono-crystalline,0,244.922,216.8,1.584,0.1546,1.63,0.972,60,9.08,37.1,8.11,30.2,47.1,-0.5
,Hengdian Group DMEGC Magnetics DM240-M156-60,Hengdian Group DMEGC Magnetics,Mono-crystalline,0,240,212.2,1.584,0.1515,1.63,0.972,60,8.96,37,8,30,47.1,-0.5
,Hengdian Group DMEGC Magnetics DM235-M156-60,Hengdian Group DMEGC Magnetics,Mono-crystalline,0,234.824,207.6,1.584,0.1482,1.63,0.972,60,8.47,36.9,7.88,29.8,47.1,-0.5
,Hengdian Group DMEGC Magnetics DM230-M156-60,Hengdian Group DMEGC Magnetics,Mono-crystalline,0,230.288,203.1,1.584,0.1454,1.63,0.972,60,8.35,36.8,7.78,29.6,47.1,-0.5
,Hengdian Group DMEGC Magnetics DM220-P156-60,Hengdian Group DMEGC Magnetics,Poly-crystalline,0,219.876,194.5,1.584,0.1388,1.63,0.972,60,8.1,36.6,7.53,29.2,47.1,-0.49
,Hengdian Group DMEGC Magnetics DM215-P156-60,Hengdian Group DMEGC Magnetics,Poly-crystalline,0,215.049,190,1.584,0.1358,1.63,0.972,60,7.99,36.5,7.39,29.1,47.1,-0.49
,Hengdian Group DMEGC Magnetics DM210-P156-60,Hengdian Group DMEGC Magnetics,Poly-crystalline,0,209.96,185.4,1.584,0.1326,1.63,0.972,60,7.88,36.4,7.24,29,47.1,-0.49
,JA Solar JAM60S01-305/PR,JA Solar,Mono-crystalline,0,305.181,282.4,1.583,0.1928,,,60,9.86,40.05,9.37,32.57,45.1,-0.377
,LONGi Green Energy Technology Co. Ltd. LR6-60PE-305M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,305.091,282.9,1.583,0.1927,1.956,0.991,60,9.99,40.2,9.33,32.7,46,-0.353
,JA Solar JAM60S01-300/PR,JA Solar,Mono-crystalline,0,300.018,277.6,1.583,0.1895,,,60,9.75,39.85,9.3,32.26,45.1,-0.377
,Japan Solar (Infini Co. Ltd.) JPS-300M-60-A,Japan Solar (Infini Co. Ltd.),Mono-crystalline,0,300.018,277.6,1.583,0.1895,,,60,9.75,39.85,9.3,32.26,45.1,-0.377
,LONGi Green Energy Technology Co. Ltd. LR6-60PE-300M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,299.744,278.2,1.583,0.1894,1.65,0.991,60,9.96,39.9,9.28,32.3,46,-0.353
,JA Solar JAM60S01-295/PR,JA Solar,Mono-crystalline,0,294.996,272.9,1.583,0.1864,,,60,9.66,39.64,9.21,32.03,45.1,-0.377
,LONGi Green Energy Technology Co. Ltd. LR6-60PE-295M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,294.72,273.4,1.583,0.1862,1.65,0.991,60,9.92,39.7,9.21,32,46,-0.353
,JA Solar JAM60S01-290/PR,JA Solar,Mono-crystalline,0,290.016,268.1,1.583,0.1832,,,60,9.57,39.46,9.12,31.8,45.1,-0.377
,JA Solar JAM60S01-285/PR,JA Solar,Mono-crystalline,0,284.983,263.4,1.583,0.18,,,60,9.46,39.25,8.99,31.7,45.1,-0.377
,JA Solar JAM60S01-280/PR,JA Solar,Mono-crystalline,0,279.976,258.7,1.583,0.1769,,,60,9.38,39.05,8.86,31.6,45.1,-0.377
,Jinko Solar Co. Ltd JKMS265PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,265.016,241.9,1.581,0.1676,1.63,0.97,60,9.03,38.6,8.44,31.4,45.1,-0.4249
,Jinko Solar Co. Ltd JKMS260PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,260.307,237.2,1.581,0.1646,1.63,0.97,60,8.98,38.1,8.37,31.1,45.1,-0.4249
,Jinko Solar Co. Ltd JKMS255PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,255.024,232.5,1.581,0.1613,1.63,0.97,60,8.92,38,8.28,30.8,45.1,-0.4249
,Jinko Solar Co. Ltd JKMS250PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,250.1,227.8,1.581,0.1582,1.63,0.97,60,8.85,37.7,8.2,30.5,45.1,-0.4249
,Orb Energy Private Limited Orb325M60-15,Orb Energy Private Limited,Mono-crystalline,0,325.08,301.4,1.58,0.2057,,,60,10.04,41.6,9.45,34.4,45.9,-0.364
,Yingli Energy (China) YL325D-30b [Blk],Yingli Energy (China),Mono-crystalline,0,320.54,301.1,1.58,0.2029,,,60,9.97,41.3,9.4,34.1,45.8,-0.371
,Yingli Energy (China) YL325D-30b [Wht],Yingli Energy (China),Mono-crystalline,0,320.54,299.2,1.58,0.2029,,,60,9.97,41.3,9.4,34.1,47.9,-0.363
,Jinko Solar Co. Ltd JKM320M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,320.306,295.7,1.58,0.2027,,,60,10.15,40.9,9.59,33.4,45.2,-0.391
,Jinko Solar Co. Ltd JKM320M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,320.306,294.1,1.58,0.2027,,,60,10.15,40.9,9.59,33.4,45.8,-0.405
,JA Solar JAM60S01-320/PR,JA Solar,Mono-crystalline,0,320.26,297.9,1.58,0.2027,,,60,10.05,40.8,9.56,33.5,44.1,-0.375
,LONGi Green Energy Technology Co. Ltd. LR6-60PE-320M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,320.15,297.2,1.58,0.2026,,,60,10.14,41,9.5,33.7,46,-0.353
,LONGi Green Energy Technology Co. Ltd. LR6-60PB-320M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,319.872,293.1,1.58,0.2025,,,60,10.19,40.8,9.52,33.6,48.8,-0.368
,Orb Energy Private Limited Orb320M60-15,Orb Energy Private Limited,Mono-crystalline,0,319.77,296.6,1.58,0.2024,,,60,9.96,41.5,9.35,34.2,45.9,-0.364
,Yingli Energy (China) YL320D-30b [Blk],Yingli Energy (China),Mono-crystalline,0,316.706,296.3,1.58,0.2004,,,60,9.94,41,9.37,33.8,45.8,-0.371
,Yingli Energy (China) YL320D-30b [Wht],Yingli Energy (China),Mono-crystalline,0,316.706,294.5,1.58,0.2004,,,60,9.94,41,9.37,33.8,47.9,-0.363
,Orb Energy Private Limited Orb315M60-15,Orb Energy Private Limited,Mono-crystalline,0,315.425,291.8,1.58,0.1996,,,60,9.88,41.4,9.25,34.1,45.9,-0.364
,CertainTeed CT315M11-02,CertainTeed,Mono-crystalline,0,315.4,288.1,1.58,0.1996,,,60,10.37,41.5,9.5,33.2,48.6,-0.374
,JA Solar JAM60S01-315/PR,JA Solar,Mono-crystalline,0,315.4,293.2,1.58,0.1996,,,60,9.98,40.5,9.5,33.2,44.1,-0.375
,LONGi Green Energy Technology Co. Ltd. LR6-60PE-315M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,315.235,292.5,1.58,0.1995,,,60,10.05,40.8,9.41,33.5,46,-0.353
,Jinko Solar Co. Ltd JKM315M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,315.068,291,1.58,0.1994,,,60,10.04,40.7,9.49,33.2,45.2,-0.391
,Jinko Solar Co. Ltd JKM315M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,315.068,289.3,1.58,0.1994,,,60,10.04,40.7,9.49,33.2,45.8,-0.405
,LONGi Green Energy Technology Co. Ltd. LR6-60PB-315M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,314.962,288.4,1.58,0.1993,,,60,10.1,40.5,9.43,33.4,48.8,-0.368
,Yingli Energy (China) YL315D-30b [Blk],Yingli Energy (China),Mono-crystalline,0,312.89,291.5,1.58,0.198,,,60,9.91,40.6,9.34,33.5,45.8,-0.371
,Yingli Energy (China) YL315D-30b [Wht],Yingli Energy (China),Mono-crystalline,0,312.89,289.8,1.58,0.198,,,60,9.91,40.6,9.34,33.5,47.9,-0.363
,LONGi Green Energy Technology Co. Ltd. LR6-60PB-310M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,310.42,283.6,1.58,0.1965,,,60,9.98,40.3,9.35,33.2,48.8,-0.368
,CertainTeed CT310M11-02,CertainTeed,Mono-crystalline,0,310.2,283.4,1.58,0.1963,,,60,10.21,41.1,9.4,33,48.6,-0.374
,Jinko Solar Co. Ltd JKM310M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,310.2,286.2,1.58,0.1963,,,60,9.92,40.5,9.4,33,45.2,-0.391
,Jinko Solar Co. Ltd JKM310M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,310.2,284.6,1.58,0.1963,,,60,9.92,40.5,9.4,33,45.8,-0.405
,Orb Energy Private Limited Orb310M60-15,Orb Energy Private Limited,Mono-crystalline,0,310.185,287.1,1.58,0.1963,,,60,9.8,41.3,9.15,33.9,45.9,-0.364
,LONGi Green Energy Technology Co. Ltd. LR6-60PE-310M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,309.816,287.7,1.58,0.1961,,,60,10.02,40.5,9.36,33.1,46,-0.353
,JA Solar JAM60S01-310/PR,JA Solar,Mono-crystalline,0,309.632,288.4,1.58,0.196,,,60,9.91,40.3,9.44,32.8,44.1,-0.375
,Yingli Energy (China) YL310D-30b [Blk],Yingli Energy (China),Mono-crystalline,0,309.092,286.8,1.58,0.1956,,,60,9.88,40.3,9.31,33.2,45.8,-0.371
,Yingli Energy (China) YL310D-30b [Wht],Yingli Energy (China),Mono-crystalline,0,309.092,285,1.58,0.1956,,,60,9.88,40.3,9.31,33.2,47.9,-0.363
,Yingli Energy (China) YL305D-30b [Blk],Yingli Energy (China),Mono-crystalline,0,305.312,282,1.58,0.1932,,,60,9.85,40,9.28,32.9,45.8,-0.371
,Yingli Energy (China) YL305D-30b [Wht],Yingli Energy (China),Mono-crystalline,0,305.312,280.3,1.58,0.1932,,,60,9.85,40,9.28,32.9,47.9,-0.363
,Jinko Solar Co. Ltd JKM305M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,305.04,279.9,1.58,0.1931,,,60,9.83,40.3,9.3,32.8,45.8,-0.405
,Jinko Solar Co. Ltd JKM305M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,305.04,281,1.58,0.1931,,,60,9.83,40.3,9.3,32.8,45.1,-0.4
,Orb Energy Private Limited Orb305M60-15,Orb Energy Private Limited,Mono-crystalline,0,304.985,282.3,1.58,0.193,,,60,9.72,41.2,9.05,33.7,45.9,-0.364
,Enphase Energy Inc. XACM-IQ7-LR6-60PB-305M,Enphase Energy Inc.,Mono-crystalline,0,304.92,278.9,1.58,0.193,,,60,9.94,40.2,9.24,33,48.8,-0.368
,LONGi Green Energy Technology Co. Ltd. LR6-60PB-305M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,304.92,278.9,1.58,0.193,,,60,9.94,40.2,9.24,33,48.8,-0.368
,Yingli Energy (China) YL300D-30b [Blk],Yingli Energy (China),Mono-crystalline,0,301.55,277.3,1.58,0.1909,,,60,9.82,39.7,9.25,32.6,45.8,-0.371
,Jinko Solar Co. Ltd JKM300M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,300.246,275.2,1.58,0.19,,,60,9.72,40.1,9.21,32.6,45.8,-0.405
,Jinko Solar Co. Ltd JKM300M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,300.246,276.3,1.58,0.19,,,60,9.72,40.1,9.21,32.6,45.1,-0.4
,Enphase Energy Inc. XACM-IQ7-LR6-60PB-300M,Enphase Energy Inc.,Mono-crystalline,0,300.12,273.2,1.58,0.1899,,,60,9.81,40.1,9.15,32.8,48.2,-0.391
,Orb Energy Private Limited Orb300M60-15,Orb Energy Private Limited,Mono-crystalline,0,299.825,277.6,1.58,0.1898,,,60,9.64,41.1,8.95,33.5,45.9,-0.364
,LONGi Green Energy Technology Co. Ltd. LR6-60-295M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,295.104,272.4,1.58,0.1868,,,60,9.85,38.9,9.28,31.8,44.4,-0.4
,Jinko Solar Co. Ltd JKM295M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,294.84,271.6,1.58,0.1866,,,60,9.61,39.7,9.1,32.4,45.1,-0.4
,Orb Energy Private Limited Orb295M60-15,Orb Energy Private Limited,Mono-crystalline,0,294.705,272.8,1.58,0.1865,,,60,9.56,41,8.85,33.3,45.9,-0.364
,Jinko Solar Co. Ltd JKM290M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,266.8,1.58,0.1838,,,60,9.55,39.5,9.02,32.2,45.1,-0.4
,LONGi Green Energy Technology Co. Ltd. LR6-60-290M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,290.055,267.7,1.58,0.1836,,,60,9.71,38.8,9.15,31.7,44.4,-0.4
,Jinko Solar Co. Ltd JKM290PP-60-V,Jinko Solar Co. Ltd,Poly-crystalline,0,289.296,264.9,1.58,0.1831,,,60,9.32,39.9,8.82,32.8,45.3,-0.429
,Jinko Solar Co. Ltd JKM285PP-60-V,Jinko Solar Co. Ltd,Poly-crystalline,0,285.576,260.2,1.58,0.1807,,,60,9.26,39.7,8.76,32.6,45.3,-0.429
,LONGi Green Energy Technology Co. Ltd. LR6-60-285M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,285.075,262.9,1.58,0.1804,,,60,9.59,38.6,9.05,31.5,44.4,-0.4
,Jinko Solar Co. Ltd JKM285M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,262.1,1.58,0.1803,,,60,9.51,38.7,8.9,32,45.1,-0.4
,Jinko Solar Co. Ltd JKM280PP-60-V,Jinko Solar Co. Ltd,Poly-crystalline,0,280.687,255.5,1.58,0.1777,,,60,9.2,39.4,8.69,32.3,45.3,-0.429
,Jinko Solar Co. Ltd JKM280M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,257.4,1.58,0.1773,,,60,9.49,38.6,8.81,31.8,45.1,-0.4
,LONGi Green Energy Technology Co. Ltd. LR6-60-280M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,280.088,258.2,1.58,0.1773,,,60,9.45,38.5,8.92,31.4,44.4,-0.4
,Jinko Solar Co. Ltd JKM275PP-60-V,Jinko Solar Co. Ltd,Poly-crystalline,0,275.52,250.8,1.58,0.1744,,,60,9.15,39.1,8.61,32,45.3,-0.429
,LONGi Green Energy Technology Co. Ltd. LR6-60-275M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,275.127,253.5,1.58,0.1741,,,60,9.32,38.3,8.79,31.3,44.4,-0.4
,Jinko Solar Co. Ltd JKM275M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,274.92,252.7,1.58,0.174,,,60,9.4,38.5,8.7,31.6,45.1,-0.4
,Jinko Solar Co. Ltd JKM270M-60-V,Jinko Solar Co. Ltd,Mono-crystalline,0,270.04,247.9,1.58,0.1709,,,60,9.28,38.4,8.6,31.4,45.1,-0.4
,LONGi Green Energy Technology Co. Ltd. LR6-60-270M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,0,269.948,248.7,1.58,0.1709,,,60,9.2,38.1,8.68,31.1,44.4,-0.4
,Upsolar UP-M325M,Upsolar,Mono-crystalline,0,325.728,303.7,1.575,0.2068,1.936,0.972,60,10.06,40.9,9.36,34.8,44.2,-0.359
,Upsolar UP-M320M,Upsolar,Mono-crystalline,0,320.952,298.9,1.575,0.2038,1.936,0.972,60,9.99,40.7,9.33,34.4,44.2,-0.359
,Upsolar UP-M315M,Upsolar,Mono-crystalline,0,315.86,294.1,1.575,0.2005,1.936,0.972,60,9.92,40.5,9.29,34,44.2,-0.359
,Upsolar UP-M310M,Upsolar,Mono-crystalline,0,310.8,289.3,1.575,0.1973,1.936,0.972,60,9.85,40.3,9.25,33.6,44.2,-0.359
,Upsolar UP-M305M,Upsolar,Mono-crystalline,0,305.772,284.5,1.575,0.1941,1.956,0.992,60,9.78,40.1,9.21,33.2,44.2,-0.359
